District,Case ID,Application Type,ERF Number,ISIS Key,Locality Address,Allotment Area,Status Description,Plan Cat. Primary,Plan Category Public,Plan Cat. Second,Building Work Description,Typo Work Description,Total Area,Building Work Value,Building Work Value Group,Number of Units,RDP/LCH Indicator,Submission Date,Approved Date,Commencement Date,Completion Date,Year,Area 2
Tygerberg,70046990,Building Plan < 500m2,7481,566496,301 VOORTREKKER ROAD  RICHMOND ESTATE,GOODWOOD,Certificate Issued,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,"100,000.00",Under 5 million,1,No,08/08/2013,19/11/2013,,11/11/2015,2013,GOODWOOD
Northern,70051158,Minor Works (Non Circulated),32915,655617,48 TYGERVALLEY CENTRE SERVICE STREET  TYGERVALLEY,BELLVILLE,Certificate Issued,Other Approvals,Private,Other,Other,Container,0,"100,000.00",Under 5 million,1,No,29/01/2014,21/02/2014,26/10/2016,26/10/2016,2014,TYGERVALLEY
Tygerberg,70059246,Minor Works (Circulated),23427,700663,30 FAIRWAY CLOSE  PAROW GOLF COURSE,PAROW,Work Complete,Other Approvals,Private,Other,Other,Cell mast,0,"100,000.00",Under 5 million,1,No,10/07/2009,30/07/2009,05/05/2011,01/03/2012,2009,PAROW
Tygerberg,70081161,Building Plan < 500m2,39820,988236,"133 DURBAN, A ROAD  BELLVILLE CBD",BELLVILLE,Certificate Issued,Additions and Alterations,Private,Internal Alterations,Other,"""Internal Alterations, Patio""",0,"100,000.00",Under 5 million,1,No,22/09/2010,20/06/2011,01/07/2011,20/07/2011,2010,BELLVILLE CBD
Tygerberg,70083405,Building Plan < 500m2,10965,634836,18 DURBAN ROAD  BELLVILLE CBD,BELLVILLE,Certificate Issued,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,"100,000.00",Under 5 million,1,No,18/03/2010,13/04/2012,11/06/2012,19/06/2013,2010,BELLVILLE CBD
Tygerberg,70083405,Building Plan < 500m2,10965,634836,18 DURBAN ROAD  BELLVILLE CBD,BELLVILLE,Certificate Issued,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,"100,000.00",Under 5 million,1,No,18/03/2010,13/04/2012,11/06/2012,19/06/2013,2010,BELLVILLE CBD
Tygerberg,70083405,Building Plan < 500m2,10965,634836,18 DURBAN ROAD  BELLVILLE CBD,BELLVILLE,Certificate Issued,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,"100,000.00",Under 5 million,1,No,18/03/2010,13/04/2012,11/06/2012,19/06/2013,2010,BELLVILLE CBD
Tygerberg,70089541,Building Plan < 500m2,6705,631660,46 GLADSTONE ROAD  GLENLILY,PAROW,Certificate Issued,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,"100,000.00",Under 5 million,1,No,20/04/2011,01/06/2011,27/06/2011,20/04/2012,2011,PAROW
Tygerberg,70089568,Building Plan < 500m2,11067,634877,,BELLVILLE,Certificate Issued,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,"100,000.00",Under 5 million,1,No,15/02/2011,13/07/2011,16/02/2012,16/02/2012,2011,BELLVILLE
Northern,70091862,Building Plan < 500m2,32915,655617,48 TYGERVALLEY CENTRE SERVICE STREET  TYGERVALLEY,BELLVILLE,Certificate Issued,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,"100,000.00",Under 5 million,1,No,06/10/2011,29/11/2011,09/12/2011,07/02/2014,2011,TYGERVALLEY
Northern,70092895,Building Plan < 500m2,32915,655617,48 TYGERVALLEY CENTRE SERVICE STREET  TYGERVALLEY,BELLVILLE,Certificate Issued,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,"100,000.00",Under 5 million,1,No,01/11/2011,03/02/2012,07/02/2012,02/12/2013,2011,TYGERVALLEY
Tygerberg,70094631,Building Plan < 500m2,21657,644653,8 DURBAN ROAD  BELLVILLE CBD,BELLVILLE,Certificate Issued,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,"100,000.00",Under 5 million,1,No,14/10/2011,12/03/2012,02/04/2012,21/12/2012,2011,BELLVILLE CBD
Tygerberg,70095391,Building Plan < 500m2,13098,544744,51 OASIS STREET  RIVERTON ELSIES RIVER,GOODWOOD,Certificate Issued,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,"100,000.00",Under 5 million,1,No,01/06/2011,07/07/2011,10/08/2011,09/03/2012,2011,GOODWOOD
Northern,70096582,Building Plan < 500m2,32915,655617,48 TYGERVALLEY CENTRE SERVICE STREET  TYGERVALLEY,BELLVILLE,Certificate Issued,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,"100,000.00",Under 5 million,1,No,01/12/2011,09/05/2012,16/05/2012,02/12/2013,2011,TYGERVALLEY
Northern,70096910,Building Plan < 500m2,38722,958088,39 CARL CRONJE DRIVE  TYGERVALLEY WATERFRONT,BELLVILLE,Certificate Issued,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,"100,000.00",Under 5 million,1,No,11/08/2011,23/09/2011,11/10/2011,17/10/2011,2011,TYGERVALLEY
Tygerberg,70097509,Building Plan < 500m2,11081,634886,1 TIENIE MEYER BY-PASS  BELLVILLE CBD,BELLVILLE,Certificate Issued,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,"100,000.00",Under 5 million,1,No,16/08/2011,27/02/2012,13/03/2012,15/03/2012,2011,BELLVILLE CBD
Northern,70098743,Building Plan < 500m2,38722,958088,39 CARL CRONJE DRIVE  TYGERVALLEY WATERFRONT,BELLVILLE,Certificate Issued,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,"100,000.00",Under 5 million,1,No,05/09/2011,02/04/2012,10/04/2012,15/08/2012,2011,TYGERVALLEY
Northern,70100609,Building Plan < 500m2,32915,655617,48 TYGERVALLEY CENTRE SERVICE STREET  TYGERVALLEY,BELLVILLE,Certificate Issued,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,"100,000.00",Under 5 million,1,No,21/06/2012,18/01/2013,28/01/2013,12/12/2013,2012,TYGERVALLEY
,70101128,Building Plan < 500m2,11238,618618,,PAROW,Certificate Issued,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,"100,000.00",Under 5 million,1,No,28/01/2013,18/03/2013,18/04/2013,30/08/2013,2013,PAROW
Tygerberg,70199940,Building Plan < 500m2,39270,805946,155 DURBAN ROAD  OAKDALE,BELLVILLE,Certificate Issued,Additions and Alterations,Private,Internal Alterations,,Factory Alterations,0,"100,000.00",Under 5 million,1,No,04/09/2009,16/11/2009,18/12/2009,,2009,BELLVILLE
Tygerberg,70209480,Minor Works (Circulated),13336,544824,1 COLEMAN STREET  ELSIES RIVER INDUSTRIA,GOODWOOD,Certificate Issued,Other Approvals,Private,Other,,Diesel Tank,0,"100,000.00",Under 5 million,1,No,20/05/2010,20/08/2010,03/12/2010,09/03/2011,2010,ELSIES RIVER INDUSTRIA
Tygerberg,70218078,Minor Works ,18612,641928,28 DIRKIE UYS STREET  KEMPENVILLE,BELLVILLE,Certificate Issued,Additions and Alterations,,,,,0,"100,000.00",Under 5 million,1,No,08/02/2010,,10/02/2010,,2010,BELLVILLE
Tygerberg,70230302,Minor Works ,24147,975668,123 CONNAUGHT ROAD  BEACONVALE,PAROW,Certificate Issued,Other Approvals,,,,,0,"100,000.00",Under 5 million,1,No,22/05/2012,,19/11/2012,30/04/2013,2012,BEACONVALE INDUSTRIA
Tygerberg,70259148,Building Plan < 500m2,34863,450491,58 WILLOW ROAD  STIKLAND INDUSTRIA,BELLVILLE,Work Complete,Additions and Alterations,Private,Internal Alterations,Other,As Built Drawings (Fire damaged Building),0,"100,000.00",Under 5 million,1,No,26/08/2015,28/08/2015,08/05/2018,12/07/2019,2015,STIKLAND INDUSTRIA
Northern,70284438,Building Plan < 500m2,32915,655617,48 TYGERVALLEY CENTRE SERVICE STREET  TYGERVALLEY,BELLVILLE,Certificate Issued,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,"100,000.00",Under 5 million,1,No,09/03/2016,24/03/2016,28/05/2018,13/03/2017,2016,TYGERVALLEY
Tygerberg,70316516,Minor Works (Circulated),21583,644606,140 DURBAN ROAD  OAKDALE,BELLVILLE,Work Commenced,Other Approvals,Private,Other,Other,Pump&Tank & Fire protection Plan,0,"100,000.00",Under 5 million,1,No,12/10/2016,15/11/2016,02/11/2017,,2016,BELLVILLE
Tygerberg,70352845,Minor Works (Non Circulated),15570,621169,27A COLORADO STREET  RAVENSMEAD,PAROW,Work Commenced,Other Approvals,Private,Re-roofing,Re-Roofing,,0,"100,000.00",Under 5 million,1,No,28/09/2017,02/10/2017,13/03/2018,,2017,PAROW
Northern,70362444,Minor Works (Non Circulated),37600,696784,15 SHIRAZ STREET  OUDE WESTHOF,BELLVILLE,Certificate Issued,Other Approvals,Private,Other,Other,As-Built Dwelling,0,"100,000.00",Under 5 million,1,No,04/08/2017,11/08/2017,21/09/2017,21/09/2017,2017,TYGER NORTHERN SUBURBS
Tygerberg,70392391,Minor Works (Non Circulated),9766,664513,4 8TH AVENUE  BOSTON,BELLVILLE,Work Commenced,Other Approvals,Private,Cell Mast,Other,Cell mast,0,"100,000.00",Under 5 million,1,No,05/04/2018,10/05/2018,16/05/2019,,2018,BELLVILLE
Northern,70169504,Minor Works (Non Circulated),37481,696668,47 BLANC DE NOIR STREET  OUDE WESTHOF,BELLVILLE,Certificate Issued,Other Approvals,Private,Swimming Pool,Swimming Pool,,21,"99,960.00",Under 5 million,1,No,17/09/2014,30/09/2014,18/02/2015,28/05/2015,2014,TYGER NORTHERN SUBURBS
Northern,70170496,Minor Works (Non Circulated),37589,696773,29 BLANC DE NOIR STREET  OUDE WESTHOF,BELLVILLE,Certificate Issued,Other Approvals,Private,Swimming Pool,Swimming Pool,,21,"99,960.00",Under 5 million,1,No,30/09/2014,30/09/2014,23/04/2015,05/08/2015,2014,TYGER NORTHERN SUBURBS
Northern,70170501,Minor Works (Non Circulated),205,664961,84 DE VILLIERS AVENUE  KENRIDGE - Durbanville,KENRIDGE,Certificate Issued,Other Approvals,Private,Swimming Pool,Swimming Pool,,21,"99,960.00",Under 5 million,1,No,30/09/2014,30/09/2014,,03/12/2015,2014,TYGER NORTHERN SUBURBS
Tygerberg,70192909,Minor Works (Non Circulated),6593,631547,68 FRANKFORT ROAD  GLENLILY,PAROW,Work Commenced,Other Approvals,Private,Swimming Pool,Swimming Pool,,21,"99,960.00",Under 5 million,1,No,23/02/2015,17/03/2015,10/04/2015,,2015,PAROW
Tygerberg,70167621,Building Plan < 500m2,7776,662720,13 BLOEM STREET  BOSBELL,BELLVILLE,Work Complete,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,19,"99,910.00",Under 5 million,1,No,05/09/2014,16/10/2014,04/06/2015,04/06/2015,2014,BELLVILLE
Tygerberg,70048816,Building Plan < 500m2,13534,637203,,BELLVILLE,Certificate Issued,Additions and Alterations,Private,Non Residential,Other,Flammable Liquid Storeroom,16,"99,840.00",Under 5 million,1,No,03/05/2013,29/05/2013,,22/12/2014,2013,BELLVILLE
Northern,70128403,Building Plan < 500m2,34318,657070,"5 AGAPANTHUS, C AVENUE  WELGEDACHT",BELLVILLE,Certificate Issued,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,26,"99,840.00",Under 5 million,1,No,27/05/2008,25/06/2008,05/11/2008,03/03/2009,2008,TYGER NORTHERN SUBURBS
Northern,70276130,Building Plan < 500m2,37298,659121,13 CARL CRONJE DRIVE  TYGERVALLEY WATERFRONT,BELLVILLE,Certificate Issued,Other Approvals,Private,Carports,Carport,,75,"99,750.00",Under 5 million,1,No,14/12/2015,22/01/2016,03/03/2017,03/03/2017,2015,TYGERVALLEY
Tygerberg,70065783,Building Plan < 500m2,6520,661778,28 REMBRANDT STRAAT  DE LA HAYE,BELLVILLE,Work Complete,Other Approvals,Private,Carports,Other,"""Carport, Wall, Lapa & Verandah""",69,"99,690.00",Under 5 million,1,No,06/11/2009,20/04/2010,18/05/2010,18/05/2010,2009,BELLVILLE
Northern,70297093,Building Plan < 500m2,29589,652720,"16 ROOZEBOOM STREET  WATERKLOOF, DE BRON EXT 44",BELLVILLE,Certificate Issued,Other Approvals,Private,Patios,Other,"Patio Cover, Wall",72,"99,680.00",Under 5 million,1,No,06/06/2016,28/07/2016,14/03/2017,15/03/2017,2016,TYGER NORTHERN SUBURBS
Northern,70048758,Minor Works (Circulated),23,646055,1 VAN DER WALT STREET  WELGEMOED,BELLVILLE,Work Complete,Other Approvals,Private,Swimming Pool,Swimming Pool,Swimming pool,22,"99,660.00",Under 5 million,1,No,28/02/2014,12/03/2014,06/11/2014,11/11/2014,2014,TYGER NORTHERN SUBURBS
Tygerberg,70053424,Minor Works (Non Circulated),16775,546745,178 JOUBERT STREET  VASCO ESTATE,GOODWOOD,Work Complete,Other Approvals,Private,Swimming Pool,Swimming Pool,Swimming pool,22,"99,660.00",Under 5 million,1,No,26/02/2014,28/02/2014,,15/09/2015,2014,GOODWOOD
Tygerberg,70032261,Building Plan < 500m2,22660,627389,41 SIMONE STREET  DE TIJGER,PAROW,Certificate Issued,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,19,"99,560.00",Under 5 million,1,No,12/10/2011,24/10/2011,16/11/2011,18/02/2013,2011,PAROW
Tygerberg,70450568,Minor Works (Circulated),24148,977860,9 RILEY STREET   BEACONVALE,PAROW,Work Commenced,Other Approvals,Private,Walls,Other,Palisdae Fence,0,"99,540.00",Under 5 million,1,No,09/04/2019,14/05/2019,05/06/2019,,2019,BEACONVALE INDUSTRIA
Tygerberg,70484836,Building Plan < 500m2,5067,630114,9 PAUL DE GROOT STREET   CHURCHILL ESTATE,PAROW,Work Commenced,Other Approvals,Private,Wendy Houses,Other,"Garden Shed, Verandah to Dwelling",53,"99,520.00",Under 5 million,1,No,24/01/2020,28/05/2020,12/06/2020,,2020,PAROW
Tygerberg,70123093,Building Plan < 500m2,23402,627926,8 PRESIDENT STEYN STREET  KLIPKOP,PAROW,Certificate Issued,Additions and Alterations,Private,Dwelling Houses,Other,"""Dwelling Extension,  Carport""",56,"99,490.00",Under 5 million,1,No,15/10/2008,01/12/2008,17/12/2008,,2008,PAROW
Tygerberg,70123093,Building Plan < 500m2,23402,627926,8 PRESIDENT STEYN STREET  KLIPKOP,PAROW,Certificate Issued,Additions and Alterations,Private,Dwelling Houses,Other,"""Dwelling Extension,  Carport""",56,"99,490.00",Under 5 million,1,No,15/10/2008,01/12/2008,17/12/2008,,2008,PAROW
Tygerberg,70123093,Building Plan < 500m2,23402,627926,8 PRESIDENT STEYN STREET  KLIPKOP,PAROW,Certificate Issued,Additions and Alterations,Private,Dwelling Houses,Other,"""Dwelling Extension,  Carport""",56,"99,490.00",Under 5 million,1,No,15/10/2008,01/12/2008,17/12/2008,,2008,PAROW
Tygerberg,70007397,Building Plan < 500m2,10297,617882,130 DUFF STREET  KLIPKOP,PAROW,Certificate Issued,Additions and Alterations,Private,Dwelling Houses,Other,"""Dwelling Extension,  Swimming p",24,"99,480.00",Under 5 million,1,No,12/08/2011,02/09/2011,11/01/2012,11/06/2015,2011,PAROW
Tygerberg,70350734,Building Plan < 500m2,9685,664439,77 8TH AVENUE  BOSTON,BELLVILLE,Work Commenced,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,41,"99,440.00",Under 5 million,1,No,17/05/2017,21/09/2018,25/03/2020,,2017,BELLVILLE
Tygerberg,70314050,Minor Works (Non Circulated),17907,448765,9 ARNOLD WILHELM STREET  PAROW EAST,PAROW,Certificate Issued,Other Approvals,Private,Walls,Other,Fence,0,"99,400.00",Under 5 million,1,No,13/09/2016,15/09/2016,28/06/2017,28/06/2017,2016,PAROW EAST
Tygerberg,70314050,Minor Works (Non Circulated),17907,448765,9 ARNOLD WILHELM STREET  PAROW EAST,PAROW,Certificate Issued,Other Approvals,Private,Walls,Other,Fence,0,"99,400.00",Under 5 million,1,No,13/09/2016,15/09/2016,28/06/2017,28/06/2017,2016,PAROW EAST
Tygerberg,70314050,Minor Works (Non Circulated),17907,448765,9 ARNOLD WILHELM STREET  PAROW EAST,PAROW,Certificate Issued,Other Approvals,Private,Walls,Other,Fence,0,"99,400.00",Under 5 million,1,No,13/09/2016,15/09/2016,28/06/2017,28/06/2017,2016,PAROW EAST
Northern,70193089,Building Plan < 500m2,37846,707843,7 RUST EN VREDE SLOT  VAN RIEBEECKSHOF,BELLVILLE,Certificate Issued,Additions and Alterations,Private,Dwelling Houses,Other,Dwelling Extension,23,"99,360.00",Under 5 million,1,No,20/05/2009,28/05/2009,28/07/2009,10/03/2010,2009,TYGER NORTHERN SUBURBS
Tygerberg,70403242,Building Plan < 500m2,220,626869,62 D F MALAN STREET  PAROW NORTH,PAROW,Work Commenced,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Carport",48,"99,220.00",Under 5 million,1,No,18/08/2018,30/08/2018,29/01/2020,,2018,PAROW
Tygerberg,70326459,Building Plan < 500m2,5810,661062,27 M#RESON STREET   OAKDALE,BELLVILLE,Certificate Issued,Other Approvals,Private,Other,Other,"Boundary Wall, Jacuzzi, Verandah to Dwelling",71,"99,020.00",Under 5 million,0,No,07/04/2017,13/04/2017,02/06/2017,12/02/2021,2017,BELLVILLE
Tygerberg,70291869,Building Plan < 500m2,2965,652788,8 VIOOLTJIE STREET  BLOMTUIN,BELLVILLE,Work Commenced,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling extension, Balcony, Patio",51,"99,000.00",Under 5 million,1,No,20/04/2016,15/08/2016,26/09/2016,,2016,BELLVILLE
Northern,70359527,Minor Works (Non Circulated),37774,696951,13 WELGELEGEN STRAAT  VAN RIEBEECKSHOF,BELLVILLE,Certificate Issued,Other Approvals,Private,Other,Other,Awning,32,"98,880.00",Under 5 million,1,No,14/07/2017,18/07/2017,15/08/2017,15/08/2017,2017,TYGER NORTHERN SUBURBS
Northern,70300547,Minor Works (Non Circulated),25443,648478,28 ROOISUIKERKAN STREET  PROTEAVALLEY,BELLVILLE,Certificate Issued,Additions and Alterations,Private,Internal Alterations,Other,"Internal Alteration, Wall, Patio",27,"98,830.00",Under 5 million,1,No,04/07/2016,30/07/2016,23/05/2017,23/05/2017,2016,TYGER NORTHERN SUBURBS
Tygerberg,70190392,Building Plan < 500m2,5656,564840,66 NELSON STREET  VASCO ESTATE,GOODWOOD,Work Commenced,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,25,"98,760.00",Under 5 million,1,No,12/02/2015,25/06/2015,09/07/2015,,2015,GOODWOOD
Tygerberg,70170516,Building Plan < 500m2,4770,629847,122 CHURCH ROAD  CHURCHILL ESTATE,PAROW,Work Complete,Other Approvals,Private,Carports,Carport,,79,"98,750.00",Under 5 million,1,No,18/11/2014,01/04/2015,30/07/2015,10/06/2016,2014,PAROW
Tygerberg,70257268,Building Plan < 500m2,413,629403,40 PIERNEEF STREET  PAROW NORTH,PAROW,Certificate Issued,Other Approvals,Private,Verandah,Other,Verandah,79,"98,750.00",Under 5 million,1,No,18/08/2015,20/10/2015,01/12/2015,01/12/2015,2015,PAROW
Tygerberg,70044343,Building Plan < 500m2,6257,565416,47 MOLTENO STREET  RICHMOND ESTATE,GOODWOOD,Work Commenced,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,53,"98,620.00",Under 5 million,1,No,01/10/2013,31/01/2014,21/01/2016,,2013,GOODWOOD
Tygerberg,70044343,Building Plan < 500m2,6257,565416,47 MOLTENO STREET  RICHMOND ESTATE,GOODWOOD,Work Commenced,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,53,"98,620.00",Under 5 million,1,No,01/10/2013,31/01/2014,21/01/2016,,2013,GOODWOOD
Tygerberg,70044343,Building Plan < 500m2,6257,565416,47 MOLTENO STREET  RICHMOND ESTATE,GOODWOOD,Work Commenced,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,53,"98,620.00",Under 5 million,1,No,01/10/2013,31/01/2014,21/01/2016,,2013,GOODWOOD
Tygerberg,70380917,Building Plan < 500m2,3471,657445,1 JAKARANDA STREET  OAKDALE,BELLVILLE,Work Commenced,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,16,"98,520.00",Under 5 million,1,No,19/12/2017,05/01/2018,16/02/2018,,2017,BELLVILLE
Tygerberg,70320714,Building Plan < 500m2,4665,629742,103 GLADSTONE ROAD  CHURCHILL ESTATE,PAROW,Work Commenced,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,9,"98,480.00",Under 5 million,1,No,07/11/2016,08/11/2016,17/03/2017,,2016,PAROW
Northern,70035485,Building Plan < 500m2,606,661310,41 GOEWERNEUR STREET  WELGEMOED,BELLVILLE,Certificate Issued,Additions and Alterations,Private,Dwelling Houses,Other,"""Dwelling Extension,  Carport""",54,"98,340.00",Under 5 million,1,No,07/07/2011,19/07/2011,21/07/2011,24/06/2013,2011,TYGER NORTHERN SUBURBS
Northern,70018886,Building Plan < 500m2,1007,664752,24 VILLAGE CLOSE  KENRIDGE - Durbanville,KENRIDGE,Certificate Issued,Additions and Alterations,Private,Dwelling Houses,Other,"""Dwelling Extension, Internal Al",11,"98,110.00",Under 5 million,1,No,11/12/2012,12/12/2012,02/04/2013,26/03/2015,2012,TYGER NORTHERN SUBURBS
Tygerberg,70023205,Building Plan < 500m2,2250,645501,30 VILLETTE STREET  LA ROCHELLE,BELLVILLE,Work Commenced,Additions and Alterations,Private,Dwelling Houses,Other,"""Dwelling Extension, Re-roofing""",59,"98,110.00",Under 5 million,1,No,13/11/2013,24/12/2013,02/01/2014,,2013,BELLVILLE
Northern,70230982,Building Plan < 500m2,31263,654156,"5 KORTGEDACHT SLOT  WATERKLOOF, DE BRON EXT 44",BELLVILLE,Certificate Issued,Other Approvals,Private,Swimming Pool,,Swimming pool,24,"97,920.00",Under 5 million,1,No,12/03/2012,23/03/2012,04/10/2012,04/10/2012,2012,TYGER NORTHERN SUBURBS
Tygerberg,70278640,Building Plan < 500m2,10604,618137,6 JAKARANDA ROAD  PAROW VALLEY,PAROW,Work Commenced,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling extension, Carport, internal alterations",60,"97,920.00",Under 5 million,1,No,02/03/2016,08/03/2016,26/04/2016,,2016,PAROW
Tygerberg,70487850,Minor Works (Circulated),4442,629667,34 WENDTLANDT - SOUTH ROAD   FAIRFIELD ESTATE,PAROW,Application Approved,Other Approvals,Private,LP Gas,LP Gas,,16,"97,840.00",Under 5 million,1,No,24/02/2020,23/03/2020,,,2020,PAROW
