Case ID,Plan Cat. Primary,Plan Category Public,Plan Cat. Second,Building Work Description,Typo Work Description,Total Area,Building Work Value,Number of Units,Year,Area 2
70386633,Other Approvals,Private,Carports,Other,"Carport, Store and Wall",67,168950,1,2018,BELLVILLE
70282568,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling extension, Wall",79,168760,1,2016,PAROW
70100426,Residential,Private,Dwelling Houses,Other,"""Dwelling, Wall""",52,168650,1,2012,PAROW
70288126,Additions and Alterations,Private,Non Residential,Factory Extension,,24,168480,1,2016,ELSIES RIVER INDUSTRIA
70162122,Additions and Alterations,Private,Internal Alterations,Other,"Internal Alteration, Wall",0,168100,1,2014,BELLVILLE
70327940,Other Approvals,Private,Cell Mast,Cell-Mast,,80,168000,1,2016,BELLVILLE
70283492,Additions and Alterations,Private,Town House/Flats/Other Residen,Other,"Town House Extension, Verandah",26,167946,1,2016,TYGER NORTHERN SUBURBS
70331490,Other Approvals,Private,Carports,Other,"Carport, Veranda and Walls.",65,167900,1,2018,BELLVILLE
70432788,Other Approvals,Private,Carports,Carport,,126,167580,1,2018,PAROW
70432788,Other Approvals,Private,Carports,Carport,,126,167580,1,2018,PAROW
70432788,Other Approvals,Private,Carports,Carport,,126,167580,1,2018,PAROW
70257525,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,33,167440,1,2015,BELLVILLE
70423071,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Swimming Pool, Covered Stoep",44,167400,1,2018,PAROW
70485625,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling extension, Shadeport and Fence",40,166950,1,2020,BELLVILLE
70162601,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension,Pool, Wall",72,166900,1,2014,BELLVILLE
70013941,Additions and Alterations,Private,Dwelling Houses,Other,"""Dwelling Extension, Swimming Po",34,166560,1,2011,PAROW
70104726,Additions and Alterations,Private,Non Residential,Other,Additions,32,166400,1,2012,PAROW
70239926,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,33,166400,1,2015,BELLVILLE
70042751,Additions and Alterations,Private,Dwelling Houses,Braai Room,,33,166320,1,2013,TYGER NORTHERN SUBURBS
70022575,Additions and Alterations,Private,Dwelling Houses,Other,"""Dwelling Extension, Patio""",53,166240,1,2013,BELLVILLE
70030785,Additions and Alterations,Private,Dwelling Houses,Other,"""Dwelling Extension, Carport, Wa",40,166080,1,2011,BELLVILLE
70256197,Additions and Alterations,Private,Internal Alterations,Other,"Internal Alteration to Dwelling, Patio",22,165920,1,2015,TYGER NORTHERN SUBURBS
70503919,Additions and Alterations,Private,Internal Alterations,Other,Internal Alterations: Shop G-32 Fischer & Son Parow Centre,0,165828,1,2020,PAROW
70352453,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Boundary Wall",41,165480,1,2017,PAROW
70363215,Other Approvals,Private,Carports,Carport,,113,165420,1,2017,PAROW
70197036,Additions and Alterations,Private,Non Residential,,"""Internal Alterations, Patio & A",34,165400,1,2009,PAROW
70507701,Additions and Alterations,Private,Dwelling Houses,Other,garage CARPORT & internal alts,42,165360,1,2020,TYGER NORTHERN SUBURBS
70347212,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,58,165320,1,2017,PAROW
70408001,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Carport",38,165320,1,2018,BELLVILLE
70378853,Additions and Alterations,Private,Internal Alterations,Other,Internal alterations to Shop 5080,0,165000,1,2017,TYGERVALLEY
70261367,Additions and Alterations,Private,Dwelling Houses,Other,Dwelling Extension & Pergola,50,164800,1,2015,TYGER NORTHERN SUBURBS
70232438,Other Approvals,Private,Walls,,wall,0,164730,1,2012,TYGERVALLEY
70332615,Other Approvals,Private,Other,Other,Rider Plan,45,164700,1,2017,TYGER NORTHERN SUBURBS
70289744,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,24,164640,1,2016,TYGER NORTHERN SUBURBS
70363120,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,20,164400,1,2017,TYGER NORTHERN SUBURBS
70401013,Other Approvals,Private,Carports,Carport,,107,164380,1,2018,PAROW
70447505,Additions and Alterations,Private,Town House/Flats/Other Residen,Other,"Dwelling Extension, Carport, Fence",47,164310,1,2019,BELLVILLE
70122689,Additions and Alterations,Private,Dwelling Houses,Other,"""Dwelling Extension,  Carport ex",74,164250,1,2008,GOODWOOD
70424770,Additions and Alterations,Private,Internal Alterations,Other,Internal Alteration to Dwelling & Wall,0,164200,1,2018,TYGER NORTHERN SUBURBS
70194502,Additions and Alterations,Private,Dwelling Houses,,Braai Room,38,164160,1,2009,TYGER NORTHERN SUBURBS
70529478,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,18,164060,1,2020,BELLVILLE
70177684,Additions and Alterations,Private,Internal Alterations,Other,"Reinstate Fire damaged Factory, Re-Roofing",1,163910,1,2014,BEACONVALE INDUSTRIA
70247011,Other Approvals,Private,Carports,Other,"Carport, Deck, Internal Alts",92,163810,1,2015,TYGER NORTHERN SUBURBS
70118158,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,163641,1,2009,PAROW EAST
70522780,Other Approvals,Private,Carports,Other,"Carport, Verandah",122,163480,0,2021,GOODWOOD
70382209,Additions and Alterations,Private,Internal Alterations,Other,"Garage Conversion, Carport, Palisade Fence",38,163320,1,2017,BELLVILLE
70086075,Additions and Alterations,Private,Dwelling Houses,Other,"""Dwelling Extension,  Internal A",33,163310,1,2010,TYGER NORTHERN SUBURBS
70047943,Residential,Private,Dwelling Houses,Additional Dwelling,,31,163140,1,2012,PAROW
70208009,Additions and Alterations,Private,Dwelling Houses,,Dwelling Extension,40,163080,1,2010,TYGER NORTHERN SUBURBS
70015645,Additions and Alterations,Private,Dwelling Houses,Other,"""Dwelling Extension,  Swimming p",59,162870,1,2012,TYGER NORTHERN SUBURBS
70352308,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,43,162740,1,2017,BELLVILLE
70401369,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,25,162500,1,2018,BELLVILLE
70467241,Additions and Alterations,Private,Internal Alterations,Other,Internal Alts_Shop UL526B,0,162500,1,2019,TYGERVALLEY
70485168,Additions and Alterations,Private,Internal Alterations,Other,Internal Alterations:  Dis-Chem Parow Centre,0,162500,1,2019,PAROW
70486901,Additions and Alterations,Private,Internal Alterations,Other,Internal alterations to FNB,0,162500,1,2019,TYGERVALLEY
70514492,Additions and Alterations,Private,Internal Alterations,Other,Internal Alterations: Shop F1-91 Dischem Parow Centre,0,162500,1,2020,PAROW
70093879,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,31,162440,1,2012,TYGER NORTHERN SUBURBS
70248984,Other Approvals,Private,Stoep,Other,"Stoep, Pool, Wall",52,162436,1,2015,TYGER NORTHERN SUBURBS
70470917,Additions and Alterations,Private,Internal Alterations,Other,Internal Alts_Office,0,162412,1,2019,TYGER NORTHERN SUBURBS
70075934,Other Approvals,Private,Carports,Carport,,140,162400,1,2014,PAROW
70024517,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,47,162390,1,2013,BELLVILLE
70091261,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,52,162360,1,2011,TYGER NORTHERN SUBURBS
70012899,Additions and Alterations,Private,Dwelling Houses,Other,"""Internal Alterations, Dwelling",25,162250,1,2012,BELLVILLE
70444958,Other Approvals,Private,Other,Other,Covered balcony and Internal alts,17,162240,1,2019,TYGER NORTHERN SUBURBS
70527504,Additions and Alterations,Private,Dwelling Houses,Other,"Addition Dwelling, Internal Alterations to Dwelling",17,162240,1,2021,GOODWOOD
70372767,Other Approvals,Private,Other,Other,"Carport, Wall",97,162180,1,2017,PAROW
70372767,Other Approvals,Private,Other,Other,"Carport, Wall",97,162180,1,2017,PAROW
70372767,Other Approvals,Private,Other,Other,"Carport, Wall",97,162180,1,2017,PAROW
70181197,Additions and Alterations,Private,Dwelling Houses,Other,Store Room,30,162000,1,2014,PAROW
70181197,Additions and Alterations,Private,Dwelling Houses,Other,Store Room,30,162000,1,2014,PAROW
70181197,Additions and Alterations,Private,Dwelling Houses,Other,Store Room,30,162000,1,2014,PAROW
70182107,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,30,162000,1,2014,PAROW
70235647,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,30,162000,1,2015,TYGER NORTHERN SUBURBS
70261646,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,30,162000,1,2015,TYGER NORTHERN SUBURBS
70397644,Additions and Alterations,Private,Internal Alterations,Other,"Internal Alterations to Dwelling, Fence",0,161900,1,2018,PAROW
70427276,Additions and Alterations,Private,Non Residential,Other,"New Lift, Internal Alterations to City of Cape Town Office:  Parow Centre",7,161561,1,2018,PAROW
70301467,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Internal Alterations",16,161520,1,2016,TYGER NORTHERN SUBURBS
70358762,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Internal Alterations",16,161520,1,2017,TYGER NORTHERN SUBURBS
70111070,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,32,161280,1,2014,PAROW
70494672,Other Approvals,Private,Swimming Pool,Swimming Pool,,32,161280,1,2020,PAROW
70494672,Other Approvals,Private,Swimming Pool,Swimming Pool,,32,161280,1,2020,PAROW
70494672,Other Approvals,Private,Swimming Pool,Swimming Pool,,32,161280,1,2020,PAROW
70337199,Other Approvals,Private,Carports,Other,"Carport, Boundary wall",59,161210,1,2017,ELSIES RIVER INDUSTRIA
70510714,Residential,Private,Dwelling Houses,Other,"Garage Conversion to Additional Dwelling, Covered Patio, Swimming Pool",40,161200,1,2020,PAROW
70399226,Other Approvals,Private,Re-roofing,Re-Roofing,,79,161160,1,2018,BELLVILLE
70479697,Additions and Alterations,Private,Internal Alterations,Other,Internal Alts_Office,0,161012,1,2019,TYGER NORTHERN SUBURBS
70354566,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,30,160900,1,2017,BELLVILLE
70468307,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,61,160900,1,2019,PAROW
70332446,Other Approvals,Private,Patios,Patio,,120,160800,1,2017,TYGER NORTHERN SUBURBS
70249951,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,62,160700,1,2015,PAROW
70530690,Additions and Alterations,Private,Non Residential,Other,"Laboratory Extension, Internal Alterations",20,160600,0,2021,STIKLAND INDUSTRIA
70377159,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Internal Alterations, Wall",8,160410,1,2017,BELLVILLE
70411549,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,38,160380,1,2018,BELLVILLE
70278941,Additions and Alterations,Private,Dwelling Houses,Other,"Braai room, Carport, Wall",42,160320,1,2016,BELLVILLE
70243687,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling ext, Wall",28,160200,1,2015,PAROW
70128528,Additions and Alterations,Private,Dwelling Houses,Other,"""Dwelling Extension, Wall, Facad",36,160020,1,2008,GOODWOOD
70128528,Additions and Alterations,Private,Dwelling Houses,Other,"""Dwelling Extension, Wall, Facad",36,160020,1,2008,GOODWOOD
70128528,Additions and Alterations,Private,Dwelling Houses,Other,"""Dwelling Extension, Wall, Facad",36,160020,1,2008,GOODWOOD
70162906,Additions and Alterations,Private,Dwelling Houses,Other,Additions,103,160000,1,2001,BELLVILLE
80062266,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,34,160000,1,2015,BELLVILLE
70208347,Additions and Alterations,Private,Dwelling Houses,,Dwelling Extension,37,159840,1,2010,TYGER NORTHERN SUBURBS
70279885,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Wall",25,159800,1,2016,TYGER NORTHERN SUBURBS
70413348,Additions and Alterations,Private,Dwelling Houses,Other,"Braairoom, Swimming Pool",29,159760,1,2018,PAROW
70491141,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,44,159700,1,2020,TYGER NORTHERN SUBURBS
70408484,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Internal Alterations",17,159640,1,2018,BELLVILLE
70318588,Additions and Alterations,Private,Dwelling Houses,Additional Dwelling,,28,159600,1,2017,PAROW
70360700,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,59,159570,1,2017,BELLVILLE
70037371,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,66,159200,1,2005,BELLVILLE
70242311,Additions and Alterations,Private,Dwelling Houses,Other,"Dweliing Extension, Internal Alterations, Wall",5,159200,1,2015,BELLVILLE
70360912,Additions and Alterations,Private,Dwelling Houses,Other,"Garage, Boundary Wall, Verandah",52,159140,1,2017,PAROW
70364811,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Internal Alteration",21,159120,1,2017,TYGER NORTHERN SUBURBS
70172393,Additions and Alterations,Private,Dwelling Houses,Other,"Enclosed Patio, Wendy house",41,159000,1,2014,BELLVILLE
70237881,Other Approvals,Private,Carports,Other,Carport,127,158750,1,2015,PAROW
70056514,Other Approvals,Private,Patios,Other,Patio & Wall,117,158590,1,2012,BELLVILLE
70089836,Additions and Alterations,Private,Dwelling Houses,Other,"""Dwelling Extension, Internal Al",32,158480,1,2011,PAROW
70113571,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,34,158140,1,2009,BELLVILLE
70015328,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,32,158080,1,2013,TYGER NORTHERN SUBURBS
70379281,Other Approvals,Private,Carports,Other,"Carport, Boundary Wall, Internal Alterations",97,157880,1,2018,BELLVILLE
70196066,Additions and Alterations,Private,Dwelling Houses,,"""Dwelling Extension, Carport, Wa",92,157760,1,2009,PAROW
70176179,Additions and Alterations,Private,Dwelling Houses,Other,Additions,121,157682,1,2001,GOODWOOD
70445465,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Verandah & Internal Alteration",67,157600,1,2019,TYGER NORTHERN SUBURBS
70535912,Additions and Alterations,Private,Dwelling Houses,Other,"Enclosed Stoep, Boundary Wall, Internal Alterations to Dwelling",10,157600,0,2021,BELLVILLE
70535912,Additions and Alterations,Private,Dwelling Houses,Other,"Enclosed Stoep, Boundary Wall, Internal Alterations to Dwelling",10,157600,0,2021,BELLVILLE
70535912,Additions and Alterations,Private,Dwelling Houses,Other,"Enclosed Stoep, Boundary Wall, Internal Alterations to Dwelling",10,157600,0,2021,BELLVILLE
70268348,Additions and Alterations,Private,Dwelling Houses,Other,"Dwelling Extension, Stoep, Wall",52,157440,1,2015,TYGER NORTHERN SUBURBS
70022845,Additions and Alterations,Private,Dwelling Houses,Other,"""Storeroom, Wall, Carport, Cover",90,157390,1,2013,PAROW
70022845,Additions and Alterations,Private,Dwelling Houses,Other,"""Storeroom, Wall, Carport, Cover",90,157390,1,2013,PAROW
70022845,Additions and Alterations,Private,Dwelling Houses,Other,"""Storeroom, Wall, Carport, Cover",90,157390,1,2013,PAROW
70201740,Additions and Alterations,Private,Dwelling Houses,,"""Dwelling Extension, Garage, Sto",72,156960,1,2009,BELLVILLE
70467042,Additions and Alterations,Private,Town House/Flats/Other Residen,Other,"Garage, Wall",19,156960,1,2019,TYGER NORTHERN SUBURBS
70172219,Additions and Alterations,Private,Internal Alterations,Other,"Interanal Alteration, Patio, Swimming Pool",47,156930,1,2014,BELLVILLE
70173040,Additions and Alterations,Private,Internal Alterations,Other,"Internal alterations, Patio, Awing and Wall",43,156900,1,2014,BELLVILLE
70393695,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,24,156780,1,2018,PAROW
70306236,Additions and Alterations,Private,Town House/Flats/Other Residen,Other,"Braai Room, Internal Alterations",31,156720,1,2016,TYGER NORTHERN SUBURBS
70155310,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,29,156600,1,2014,TYGER NORTHERN SUBURBS
70156305,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,29,156600,1,2014,TYGER NORTHERN SUBURBS
70164427,Additions and Alterations,Private,Dwelling Houses,Garage,,29,156600,1,2014,PAROW
70248504,Other Approvals,Private,Walls,Other,Wall,0,156500,1,2015,TYGER NORTHERN SUBURBS
70343321,Additions and Alterations,Private,Internal Alterations,Other,"Internal Alterations, Walls",0,156250,1,2017,TYGER NORTHERN SUBURBS
70354971,Additions and Alterations,Private,Dwelling Houses,Dwelling Extension,,53,156220,1,2017,GOODWOOD
70157011,Additions and Alterations,Private,Internal Alterations,Internal Alterations,,0,156000,1,2014,TYGER NORTHERN SUBURBS
70461394,Additions and Alterations,Private,Internal Alterations,Other,Internal Alts_Flats,0,156000,1,2019,TYGER NORTHERN SUBURBS
70464453,Additions and Alterations,Private,Internal Alterations,Other,Internal Alterations to Office,0,156000,1,2019,BELLVILLE
70473617,Additions and Alterations,Private,Internal Alterations,Other,Internal Alts_Shop Pick n Pay,0,156000,1,2019,TYGERVALLEY
